Gene Symbol,gene description from mart,GO from mart,GO from mart,ENTREZ GENE ID,biological process,Fold change
Os01g0273500,"Heat shock protein DnaJ, N-terminal domain containing protein",GO:0005515,protein binding,,DNA binding,2.929132673
Os01g0273800,FAD-dependent pyridine nucleotide-disulphide oxidoreductase domain containing protein,GO:0050661,NADP binding,4344569,DNA binding,0.710987695
Os01g0274300,Hypothetical protein,,,4343802,DNA binding,1.205329863
Os01g0274800,"R2R3-type MYB transcription factor, Sugar partitioning into anthe",,,9266795,DNA binding,-1.113002033
Os01g0274901,Hypothetical conserved gene,,,,DNA binding,2.546511624
Os01g0275300,Conserved hypothetical protein,,,4334690,DNA binding,1.339471636
Os01g0275500,Similar to Argonaute 4 protein,GO:0003676,nucleic acid binding,4327801,DNA binding,1.116407737
Os01g0275500,Similar to Protein argonaute 15,,,,DNA binding,2.311306627
Os01g0275800,Hypothetical gene,,,4338721,DNA binding,3.843342052
Os01g0275900,,,,4330033,DNA binding,2.457021176
Os01g0276000,Similar to 60S ribosomal protein L30,GO:0022625,cytosolic large ribosomal subunit,4328885,DNA binding,1.349650807
Os01g0276100,"Similar to 3-isopropylmalate dehydrogenase, chloroplast precursor (EC 1.1.1.85) (Beta-IPM dehydrogenase) (IMDH) (3-IPM-DH)",GO:0006099,tricarboxylic acid cycle,4328936,DNA binding,1.249502867
Os01g0276200,Similar to Mitochondrial import receptor subunit TOM40,GO:0055085,transmembrane transport,4335837,DNA binding,1.901698589
Os01g0276300,Similar to Group 3 late embryogenesis abundant protein (Fragment),,,4329001,DNA binding,2.273013695
Os01g0276400,Similar to presenilin,GO:0008233,peptidase activity,4327110,DNA binding,-1.801465554
Os01g0276500,"Similar to Histidine biosynthesis bifunctional protein hisIE, chloroplast precursor [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) (PRA-CH); Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31) (PRA-PH)]",GO:0000105,histidine biosynthetic process,4330623,DNA binding,2.088413582
Os01g0276600,"Zinc finger, RING/FYVE/PHD-type domain containing protein",GO:0016567,protein ubiquitination,4329088,DNA binding,2.806214132
Os01g0276700,"Similar to Pyruvate kinase, cytosolic isozyme (EC 2.7.1.40) (PK)",GO:0030955,potassium ion binding,4329131,DNA binding,2.21472732
Os01g0276800,"Glucosidase II beta subunit, Potential switch between programmed cell death and autophag",GO:0006491,N-glycan processing,107275529,DNA binding,5.368234774
Os01g0276800,"Glucosidase II beta subunit, Potential switch between programmed cell death and autophag",GO:0006491,N-glycan processing,4346591,DNA binding,0.980895066
Os01g0276800,"Glucosidase II beta subunit, Potential switch between programmed cell death and autophag",GO:0006491,N-glycan processing,4346592,DNA binding,1.908903999
Os01g0276800,"Glucosidase II beta subunit, Potential switch between programmed cell death and autophag",GO:0006491,N-glycan processing,4346593,DNA binding,2.244627889
Os01g0276900,Conserved hypothetical protein,,,,DNA binding,1.117510755
Os01g0276900,Conserved hypothetical protein,,,,DNA binding,1.452597643
Os01g0276900,,,,,DNA binding,1.104343922
Os01g0277100,,,,4340188,DNA binding,1.317336624
Os01g0277500,"Dof (DNA binding with one finger) transcription factor, C2-C2 zinc finger transcription factor, Regulation of flowering tim",GO:0006355,"regulation of transcription, DNA-templated",9271280,DNA binding,-2.388316279
Os01g0277600,Similar to aminophospholipid ATPase,GO:0004012,GO_0004012,4332233,DNA binding,3.545688189
Os01g0277700,Similar to Glycosyl hydrolases family 17 protein,GO:0016021,integral component of membrane,4324256,DNA binding,-1.098827932
Os01g0278000,VQ domain containing protein,GO:0005516,calmodulin binding,,DNA binding,2.612985919
Os01g0278100,Conserved hypothetical protein,,,4333306,DNA binding,1.640747433
Os01g0278100,Conserved hypothetical protein,,,4333307,DNA binding,0.321353917
Os01g0278200,Similar to Ran-binding protein 17,GO:0005643,nuclear pore,4341892,DNA binding,3.203038939
Os01g0278600,,,,4335835,DNA binding,1.969184432
Os01g0278600,PDZ/DHR/GLGF domain containing protein,GO:0005515,protein binding,4335836,DNA binding,1.363199711
Os01g0278600,PDZ/DHR/GLGF domain containing protein,GO:0005515,protein binding,4338742,DNA binding,2.153850023
Os01g0278600,PDZ/DHR/GLGF domain containing protein,GO:0005515,protein binding,4338743,DNA binding,-3.820267991
Os01g0278600,,,,4338744,DNA binding,3.681075233
Os01g0278600,,,,4338745,DNA binding,2.60786567
Os01g0278900,Similar to 50S ribosomal protein L40,GO:0009535,chloroplast thylakoid membrane,4347372,DNA binding,1.938315802
Os01g0279000,"Zinc finger, DHHC-type domain containing protein",GO:0016746,"transferase activity, transferring acyl groups",4335834,DNA binding,0.822129437
Os01g0279000,"Zinc finger, DHHC-type domain containing protein",GO:0016746,"transferase activity, transferring acyl groups",4335835,DNA binding,4.282240677
Os01g0279000,Similar to predicted protein,GO:0008236,serine-type peptidase activity,,DNA binding,-3.141162084
Os01g0279000,Similar to predicted protein,GO:0008236,serine-type peptidase activity,,DNA binding,2.43078882
Os01g0279100,,,,4347305,DNA binding,-1.422726097
Os01g0279200,Similar to COP9 signalosome complex subunit 2,GO:0008180,COP9 signalosome,4330953,DNA binding,1.818525351
Os01g0279200,Similar to COP9 signalosome complex subunit 2,GO:0003714,transcription corepressor activity,4330953,DNA binding,-1.198806237
Os01g0279200,,,,,DNA binding,1.310887019
Os01g0279300,,,,4328558,DNA binding,-1.072997827
Os01g0279400,Major facilitator superfamily antiporter,GO:0022857,transmembrane transporter activity,4325110,DNA binding,1.217887617
Os01g0279400,,,,,DNA binding,1.174311772
Os01g0279400,Major facilitator superfamily antiporter,GO:0022857,transmembrane transporter activity,,DNA binding,-1.44822069
Os01g0279400,,,,,DNA binding,-1.090797329
Os01g0279400,,,,,hydrolase activity,3.064836956
Os01g0279400,,,,,hydrolase activity,3.198449775
Os01g0279700,Major facilitator superfamily protein,GO:0022857,transmembrane transporter activity,,hydrolase activity,2.864643657
Os01g0279800,Similar to LRR protein,GO:0005515,protein binding,4335830,hydrolase activity,1.142249779
Os01g0279800,Similar to LRR protein,,,4339708,hydrolase activity,0.902003915
Os01g0279900,Similar to Transcription factor TGA6 (AtbZIP45). Splice isoform 2,GO:0043565,sequence-specific DNA binding,4335860,hydrolase activity,1.972858664
Os01g0279900,Similar to Transcription factor TGA6 (AtbZIP45). Splice isoform 2,GO:0043565,sequence-specific DNA binding,,hydrolase activity,-2.467321371
Os01g0280000,Similar to Histone mRNA exonuclease 1,GO:0003676,nucleic acid binding,4333389,hydrolase activity,2.357953868
Os01g0280400,Similar to DNA-binding protein,GO:0003677,DNA binding,4325062,hydrolase activity,3.501078106
Os01g0280500,Similar to Eukaryotic translation initiation factor 6 (eIF-6) (B4 integrin interactor) (CAB) (p27(BBP)) (B(2)GCN homolog),GO:0042256,mature ribosome assembly,4335925,hydrolase activity,2.252871035
Os01g0280600,Conserved hypothetical protein,,,4344171,hydrolase activity,2.266061569
Os01g0281000,Cyclin-like F-box domain containing protein,GO:0005515,protein binding,,hydrolase activity,5.423313688
Os01g0281100,Conserved hypothetical protein,GO:0006355,"regulation of transcription, DNA-templated",4331872,hydrolase activity,-1.904987737
Os01g0281100,Conserved hypothetical protein,GO:0006355,"regulation of transcription, DNA-templated",4331873,hydrolase activity,2.31388452
Os01g0281100,,,,4331874,hydrolase activity,-1.992253114
Os01g0281100,Conserved hypothetical protein,GO:0006355,"regulation of transcription, DNA-templated",9267187,hydrolase activity,-2.019528942
Os01g0281200,Similar to Type B-like cyclin (Fragment),GO:0007049,cell cycle,4333037,hydrolase activity,2.683777353
Os01g0281200,Similar to Type B-like cyclin (Fragment),GO:0007049,cell cycle,4333037,hydrolase activity,1.680821988
Os01g0281400,"Coatomer, beta subunit domain containing protein",GO:0006886,intracellular protein transport,4327806,hydrolase activity,1.936719686
Os01g0281600,Cupredoxin domain containing protein,GO:0046658,anchored component of plasma membrane,4334455,dioxygenase activity,1.786854262
Os01g0282800,,,,,dioxygenase activity,1.566797134
Os01g0282800,Similar to Tubulin beta-5 chain (Beta-5 tubulin),GO:0005525,GTP binding,4346726,dioxygenase activity,-1.671201447
Os01g0283000,Conserved hypothetical protein,,,4330256,dioxygenase activity,3.814968017
Os01g0283100,Similar to Ferripyochelin-binding protein-like,,,,dioxygenase activity,2.609381895
Os01g0283100,Similar to Ferripyochelin-binding protein-like,,,,dioxygenase activity,-2.022470857
Os01g0283100,Similar to Ferripyochelin-binding protein-like,,,4346468,dioxygenase activity,3.294277245
Os01g0283300,Conserved hypothetical protein,,,4346453,dioxygenase activity,0.660213984
Os01g0283400,Conserved hypothetical protein,,,,dioxygenase activity,2.018598798
Os01g0283400,Conserved hypothetical protein,,,9266560,dioxygenase activity,-2.7446855
Os01g0283500,,,,4325080,sequence specific DNA binding,2.319659284
Os01g0283500,Similar to predicted protein,,,4343756,sequence specific DNA binding,2.929132673
Os01g0283600,Similar to Cinnamoyl CoA reductase,GO:0050662,obsolete coenzyme binding,4336056,sequence specific DNA binding,-1.113002033
Os01g0283600,Similar to Cinnamoyl CoA reductase,GO:0050662,obsolete coenzyme binding,4336057,sequence specific DNA binding,2.546511624
Os01g0283700,Similar to Cinnamoyl-CoA reductase (EC 1.2.1.44),GO:0050662,obsolete coenzyme binding,,sequence specific DNA binding,2.311306627
Os01g0284200,,,,4335856,sequence specific DNA binding,3.843342052
Os01g0284300,"Protein kinase, catalytic domain domain containing protein",GO:0004672,protein kinase activity,,sequence specific DNA binding,1.349650807
Os01g0284500,Similar to Nectarin 1 precursor (EC 1.15.1.1) (Superoxide dismutase [Mn]),GO:0045735,nutrient reservoir activity,9266552,sequence specific DNA binding,-1.801465554
Os01g0284700,Similar to Peptidyl-prolyl cis-trans isomerase,GO:0051082,unfolded protein binding,4336189,sequence specific DNA binding,2.21472732
Os01g0284900,Conserved hypothetical protein,,,,sequence specific DNA binding,1.908903999
Os01g0285300,Myb transcription factor domain containing protein,GO:0043565,sequence-specific DNA binding,4324878,sequence specific DNA binding,-2.388316279
Os01g0286000,Snf7 family protein,GO:0007034,vacuolar transport,4332749,sequence specific DNA binding,3.545688189
Os01g0286000,,,,4332750,sequence specific DNA binding,0.321353917
Os01g0286000,Snf7 family protein,GO:0007034,vacuolar transport,4332750,sequence specific DNA binding,1.969184432
Os01g0286100,"Phytochrome-interacting factor-like protein, Basic helix-loop-helix factor, Repression of seedling growth in the dar",GO:0006355,"regulation of transcription, DNA-templated",4332177,sequence specific DNA binding,2.153850023
Os01g0286100,"Phytochrome-interacting factor-like protein, Basic helix-loop-helix factor, Repression of seedling growth in the dar",GO:0006355,"regulation of transcription, DNA-templated",,sequence specific DNA binding,4.282240677
Os01g0286200,Hypothetical protein,,,4332182,sequence specific DNA binding,-1.422726097
Os01g0286600,Similar to Plastidal protoporphyrinogen oxidase,GO:0006779,porphyrin-containing compound biosynthetic process,,sequence specific DNA binding,1.310887019
Os01g0286900,Similar to Auxin-responsive protein IAA31 (Indoleacetic acid-induced protein 31),GO:0006355,"regulation of transcription, DNA-templated",4325409,sequence specific DNA binding,-1.072997827
Os01g0286900,,,,4325409,sequence specific DNA binding,1.174311772
Os01g0286900,Similar to Auxin-responsive protein IAA31 (Indoleacetic acid-induced protein 31),GO:0006355,"regulation of transcription, DNA-templated",9271788,sequence specific DNA binding,-1.090797329
Os01g0287400,Similar to Hydrophobic protein LTI6A (Low temperature-induced protein 6A),,,4338015,transporter activity,1.642851714
Os01g0287600,Similar to Chitinase 10,GO:0006032,chitin catabolic process,4334423,transporter activity,-1.919567408
Os01g0287600,,,,4334423,transporter activity,-2.550510845
Os01g0287600,Similar to Chitinase 10,GO:0006032,chitin catabolic process,4334424,transporter activity,-1.131866006
Os01g0287700,Hypothetical conserved gene,,,4348795,transporter activity,2.371579451
Os01g0288200,,,,4334418,transporter activity,-1.428396194
Os01g0288700,Hypothetical gene,,,4337375,transporter activity,2.296129785
Os01g0288800,Conserved hypothetical protein,,,4332867,transporter activity,-1.15735818
Os01g0289600,Similar to WRKY transcription factor 28,GO:0043565,sequence-specific DNA binding,,transporter activity,-2.804371473
Os01g0289600,,,,,transporter activity,4.111653583
Os01g0289900,Transferase domain containing protein,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",,transporter activity,2.467475339
Os01g0289950,,,,4349220,transporter activity,3.230360441
Os01g0290000,Similar to Cyprosin precursor (EC 3.4.23.-) (Fragment),GO:0006629,lipid metabolic process,4334343,transporter activity,1.623799973
Os01g0290000,Similar to Cyprosin precursor (EC 3.4.23.-) (Fragment),GO:0006629,lipid metabolic process,4337647,transporter activity,-2.036075544
Os01g0290100,"Pyridoxal phosphate-dependent transferase, major region, subdomain 1 domain containing protein",GO:0016829,lyase activity,9266473,transporter activity,-1.996809758
Os01g0290600,,,,4334349,transporter activity,-0.133637587
Os01g0290700,Similar to CjMDR1,GO:0042626,ATPase-coupled transmembrane transporter activity,4328670,transporter activity,-2.229469937
Os01g0290800,Hypothetical protein,,,,transporter activity,1.834461312
Os01g0291500,Transferase family protein,GO:0016747,"transferase activity, transferring acyl groups other than amino-acyl groups",4334419,transporter activity,-2.186996759
